Exp,Treatment,Prey,Rep,TargetMR,TargetHP,ExpDay,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
2,2,5,B,0,5000,8,mh113023.255,11/30/23,74197,298,32044,33922,34418,1878,2373,0.055,0.069,113.9,0.48,0.39,1303,0.53,12752,0.08,60000,--------,-------,7949,12078,0,32156,0,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,28869.6,0.37,298,63.5,125.8,0.36
2,3,10,A,0,10000,8,mh113023.256,11/30/23,74256,0,31756,71307,75513,39551,43757,0.555,0.579,178.5,0.32,0.62,560,0.3,3035,0.09,71425,--------,-------,1362,7360,0,34863,0.09,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,34898.5,1,0,0,734.1,0
2,3,10,A,0,10000,8,mh113023.257,11/30/23,74279,12,47323,78914,87096,31591,39772,0.4,0.457,128.7,0.13,0.68,967,0.25,15154,0.08,60000,--------,-------,4768,8958,0,49692,0.05,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49068,1.06,12,19,209.7,1.18
2,3,10,A,0,10000,8,mh113023.258,11/30/23,74302,24,54453,76169,83251,21716,28798,0.285,0.346,108.1,0.09,0.5,1268,0.47,15797,0.03,60000,--------,-------,8309,9890,0,55853,0.03,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50479.2,0.85,24,27,120.4,1.26
2,3,10,A,0,10000,8,mh113023.259,11/30/23,74325,36,51193,64282,68846,13089,17653,0.204,0.256,98.4,0.2,0.39,1175,0.58,14647,0.03,60000,--------,-------,9256,11028,0,51948,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46292.9,0.73,36,29,108,1.67
2,3,10,A,0,10000,8,mh113023.260,11/30/23,74348,48,50021,60373,63873,10352,13852,0.171,0.217,100.1,0.23,0.38,1152,0.58,14989,0.04,60000,--------,-------,9462,11308,0,50624,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45239.3,0.68,48,32.5,105.7,1.85
2,3,10,A,0,10000,8,mh113023.261,11/30/23,74371,73,50028,56332,58731,6304,8703,0.112,0.148,101.3,0.37,0.3,1009,0.66,14762,0.04,60000,--------,-------,10440,12613,0,50428,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45263,0.57,73,32.3,95.8,2.05
2,3,10,A,0,10000,8,mh113023.262,11/30/23,74393,98,50424,55127,56919,4704,6496,0.085,0.114,104,0.39,0.31,1081,0.64,15284,0.05,60000,--------,-------,10607,12977,0,50778,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45995.8,0.52,98,33,94.3,2.12
2,3,10,A,0,10000,8,mh113023.263,11/30/23,74416,123,50952,54930,56468,3978,5516,0.072,0.098,105.1,0.42,0.33,1120,0.62,15484,0.05,60000,--------,-------,10469,12729,0,51229,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46747.6,0.49,123,35.2,95.5,2.13
2,3,10,A,0,10000,8,mh113023.264,11/30/23,74439,148,51226,54657,55968,3431,4742,0.063,0.085,109,0.45,0.34,1141,0.61,15508,0.05,60000,--------,-------,10333,12670,0,51476,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47143,0.46,148,36.7,96.8,2.15
2,3,10,A,0,10000,8,mh113023.265,11/30/23,74462,173,51076,54302,55557,3226,4482,0.059,0.081,106.8,0.44,0.34,1050,0.6,13784,0.06,60000,--------,-------,9175,12206,0,51312,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47005.7,0.44,173,40.6,109,2.17
2,3,10,A,0,10000,8,mh113023.266,11/30/23,74485,198,50961,53863,54912,2903,3951,0.054,0.072,111.9,0.48,0.31,1095,0.56,12742,0.13,60000,--------,-------,8576,15512,0,51233,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46783.1,0.41,198,42.2,116.6,2.19
2,3,10,A,0,10000,8,mh113023.267,11/30/23,74508,223,50512,53296,54290,2784,3778,0.052,0.07,113.9,0.46,0.34,1163,0.57,13188,0.09,60000,--------,-------,8718,13371,0,50732,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46328.5,0.4,223,46,114.7,2.23
2,3,10,A,0,10000,8,mh113023.268,11/30/23,74531,248,50335,52923,53842,2587,3506,0.049,0.065,114.7,0.49,0.3,1065,0.61,12493,0.09,60000,--------,-------,8672,13339,0,50535,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46086.9,0.38,248,47.9,115.3,2.25
2,3,10,A,0,10000,8,mh113023.269,11/30/23,74554,273,49918,52395,53257,2477,3339,0.047,0.063,110.4,0.48,0.33,1145,0.55,13081,0.12,60000,--------,-------,8626,14571,0,50136,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45573.1,0.36,273,51,115.9,2.28
2,3,10,A,0,10000,8,mh113023.270,11/30/23,74577,298,49824,52150,52921,2326,3097,0.045,0.059,113.5,0.5,0.32,1229,0.57,13066,0.11,60000,--------,-------,8828,14520,0,50020,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45497.4,0.35,298,52.5,113.3,2.3
2,3,10,B,0,10000,8,mh113023.271,11/30/23,74723,0,31208,71474,75873,40267,44665,0.563,0.589,173.2,0.34,0.56,472,0.34,2363,0.1,60000,--------,-------,1188,6972,0,34144,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,33807.5,1,0,0,841.5,0
2,3,10,B,0,10000,8,mh113023.272,11/30/23,74746,12,44340,74533,82315,30193,37975,0.405,0.461,128.6,0.13,0.68,935,0.23,13896,0.09,60000,--------,-------,4263,9017,0,46590,0.05,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46154.4,1.06,12,18.4,234.6,-0.04
2,3,10,B,0,10000,8,mh113023.273,11/30/23,74769,24,53617,75309,82473,21693,28857,0.288,0.35,106.2,0.1,0.5,1263,0.47,15901,0.03,60000,--------,-------,8349,9891,0,54988,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49682.5,0.85,24,26.1,119.8,-0.05
2,3,10,B,0,10000,8,mh113023.274,11/30/23,74792,36,50411,63527,68135,13117,17724,0.206,0.26,97.5,0.2,0.39,1194,0.57,15013,0.04,60000,--------,-------,9414,11474,0,51160,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45453.6,0.73,36,28.1,106.2,0.13
2,3,10,B,0,10000,8,mh113023.275,11/30/23,74815,48,49155,59662,63255,10506,14100,0.176,0.223,97.3,0.22,0.39,1115,0.58,14997,0.04,60000,--------,-------,9446,11302,0,49769,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,44234.1,0.68,48,31.9,105.9,0.2
2,3,10,B,0,10000,8,mh113023.276,11/30/23,74837,73,49254,55860,58360,6606,9106,0.118,0.156,96.1,0.34,0.31,1003,0.65,14553,0.04,60000,--------,-------,10160,12168,0,49629,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,44279.1,0.57,73,32.6,98.4,0.28
2,3,10,B,0,10000,8,mh113023.277,11/30/23,74860,98,49828,54635,56460,4806,6632,0.088,0.117,104,0.43,0.29,1053,0.66,14908,0.04,60000,--------,-------,10637,12801,0,50134,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45207.3,0.51,98,32.6,94,0.31
2,3,10,B,0,10000,8,mh113023.278,11/30/23,74883,123,50515,54743,56320,4228,5805,0.077,0.103,100.6,0.39,0.34,1050,0.62,14916,0.05,60000,--------,-------,10029,12433,0,50815,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46162.7,0.49,123,35.9,99.7,0.31
2,3,10,B,0,10000,8,mh113023.279,11/30/23,74906,148,50970,54551,55887,3581,4917,0.066,0.088,108.7,0.45,0.33,1015,0.63,14522,0.04,60000,--------,-------,9911,12104,0,51212,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46693.1,0.46,148,36.7,100.9,0.31
2,3,10,B,0,10000,8,mh113023.280,11/30/23,74929,173,51011,54258,55448,3247,4437,0.06,0.08,111.8,0.48,0.34,1101,0.62,15084,0.05,60000,--------,-------,10172,12453,0,51229,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46713.2,0.43,173,39.1,98.3,0.32
2,3,10,B,0,10000,8,mh113023.281,11/30/23,74952,198,50701,53814,54960,3113,4259,0.058,0.077,108.8,0.43,0.36,1071,0.6,13857,0.04,60000,--------,-------,9073,11337,0,50906,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46487.1,0.42,198,43.3,110.2,0.33
2,3,10,B,0,10000,8,mh113023.282,11/30/23,74975,223,50145,53108,54162,2964,4017,0.056,0.074,108.5,0.43,0.36,1106,0.58,13335,0.06,60000,--------,-------,8610,11660,0,50351,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45853.7,0.41,223,47,116.1,0.35
2,3,10,B,0,10000,8,mh113023.283,11/30/23,74998,248,49794,52496,53415,2702,3621,0.051,0.068,112.6,0.47,0.33,1088,0.58,13016,0.09,60000,--------,-------,8701,13335,0,50006,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45399.1,0.38,248,48.2,114.9,0.36
2,3,10,B,0,10000,8,mh113023.284,11/30/23,75021,273,49497,52156,53037,2659,3540,0.051,0.067,109.5,0.45,0.35,1114,0.6,13073,0.05,60000,--------,-------,8665,11178,0,49663,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,45092.5,0.38,273,52.6,115.4,0.37
2,3,10,B,0,10000,8,mh113023.285,11/30/23,75044,298,49015,51380,52170,2365,3155,0.046,0.06,115.4,0.5,0.31,1065,0.56,11626,0.13,60000,--------,-------,7834,14736,0,49219,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,44602.3,0.35,298,51.8,127.6,0.39
2,4,20,A,0,20000,8,mh113023.286,11/30/23,75174,0,38695,90384,96058,51689,57363,0.572,0.597,173.8,0.32,0.61,542,0.3,3017,0.08,70895,--------,-------,1360,7253,0,42654,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,42328.1,1,0,0,735.2,0
2,4,20,A,0,20000,8,mh113023.287,11/30/23,75197,12,57819,95186,106372,37367,48553,0.393,0.456,125.2,0.12,0.67,1040,0.28,17712,0.06,60000,--------,-------,5970,8949,0,60543,0.04,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,59931.5,1.06,12,17.6,167.5,-0.05
2,4,20,A,0,20000,8,mh113023.288,11/30/23,75220,24,69757,96755,105862,26997,36105,0.279,0.341,109.2,0.1,0.47,1404,0.49,15259,0.03,60000,--------,-------,8479,10156,0,71498,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,63489.1,0.81,24,25,117.9,-0.07
2,4,20,A,0,20000,8,mh113023.289,11/30/23,75243,36,62158,78358,84314,16200,22155,0.207,0.263,97,0.22,0.37,1193,0.59,15289,0.04,60000,--------,-------,9888,11927,0,63120,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55774.8,0.72,36,27.8,101.1,0.15
2,4,20,A,0,20000,8,mh113023.290,11/30/23,75266,48,60097,72904,77663,12807,17566,0.176,0.226,97.4,0.27,0.34,1080,0.62,15283,0.04,60000,--------,-------,10186,12160,0,60839,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,53426,0.66,48,31.5,98.2,0.24
2,4,20,A,0,20000,8,mh113023.291,11/30/23,75289,73,59513,67328,70340,7815,10827,0.116,0.154,95.9,0.4,0.26,1073,0.69,15407,0.05,60000,--------,-------,11497,13961,0,60012,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,52655.2,0.53,73,31.6,87,0.34
2,4,20,A,0,20000,8,mh113023.292,11/30/23,75312,98,60158,66155,68567,5997,8409,0.091,0.123,95.5,0.43,0.26,978,0.69,14951,0.05,60000,--------,-------,11112,13513,0,60561,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,53649.7,0.48,98,33.2,90,0.37
2,4,20,A,0,20000,8,mh113023.293,11/30/23,75335,123,61300,66192,68109,4892,6809,0.074,0.1,100,0.47,0.25,1029,0.7,14719,0.04,60000,--------,-------,11067,13230,0,61596,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55036.1,0.44,123,33.9,90.4,0.37
2,4,20,A,0,20000,8,mh113023.294,11/30/23,75358,148,62524,66699,68353,4175,5829,0.063,0.085,104.3,0.5,0.26,1023,0.67,14706,0.08,61018,--------,-------,10910,14722,0,62871,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,56292.2,0.4,148,34.6,91.7,0.36
2,4,20,A,0,20000,8,mh113023.295,11/30/23,75381,173,62944,66861,68420,3916,5475,0.059,0.08,103.6,0.51,0.26,1037,0.67,14195,0.07,60942,--------,-------,10509,13987,0,63246,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,56710.1,0.39,173,37.8,95.2,0.35
2,4,20,A,0,20000,8,mh113023.296,11/30/23,75404,198,62199,65724,67051,3525,4852,0.054,0.072,106.3,0.53,0.26,1111,0.67,14139,0.07,63518,--------,-------,10517,14366,0,62467,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55953.6,0.36,198,39.6,95.1,0.38
2,4,20,A,0,20000,8,mh113023.297,11/30/23,75426,223,61840,65287,66540,3447,4700,0.053,0.071,102.3,0.48,0.29,1125,0.62,13165,0.09,60000,--------,-------,9360,14065,0,62106,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55526.2,0.35,223,43.9,106.8,0.38
2,4,20,A,0,20000,8,mh113023.298,11/30/23,75449,248,61521,64630,65827,3109,4307,0.048,0.065,107,0.53,0.25,1044,0.62,12756,0.13,63853,--------,-------,9376,16726,0,61812,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55024.2,0.32,248,44.5,106.6,0.4
2,4,20,A,0,20000,8,mh113023.299,11/30/23,75472,273,61498,64428,65460,2930,3961,0.045,0.061,107.4,0.53,0.25,1068,0.63,12958,0.12,61644,--------,-------,9611,15899,0,61750,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54929.5,0.31,273,46.3,104,0.4
2,4,20,A,0,20000,8,mh113023.300,11/30/23,75495,298,60993,63743,64665,2751,3672,0.043,0.057,110.1,0.54,0.24,1178,0.62,12962,0.13,60000,--------,-------,9638,16402,0,61231,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,54442.9,0.3,298,48,103.8,0.42
2,4,20,B,0,20000,8,mh113023.301,11/30/23,75552,0,34765,81184,86136,46419,51372,0.572,0.596,169,0.31,0.62,574,0.29,3153,0.09,65967,--------,-------,1391,7089,0,38289,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,38644.9,1,0,0,719.1,0
2,4,20,B,0,20000,8,mh113023.302,11/30/23,75575,12,48331,82174,90687,33843,42356,0.412,0.467,131.1,0.13,0.68,898,0.21,11417,0.11,60000,--------,-------,3421,9486,0,50969,0.05,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,50749.2,1.08,12,17.9,292.3,-0.01
2,4,20,B,0,20000,8,mh113023.303,11/30/23,75597,24,59798,84305,92668,24506,32870,0.291,0.355,107.4,0.11,0.49,1239,0.47,16182,0.03,60000,--------,-------,8561,10143,0,61352,0.03,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,55504.9,0.85,24,25.3,116.8,-0.04
2,4,20,B,0,20000,8,mh113023.304,11/30/23,75620,36,54811,68530,73740,13719,18929,0.2,0.257,95.1,0.25,0.36,1195,0.6,16069,0.05,60000,--------,-------,10529,12764,0,55620,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,49456.3,0.72,36,26.2,95,0.18
2,4,20,B,0,20000,8,mh113023.305,11/30/23,75643,48,52605,63421,67409,10815,14804,0.171,0.22,95.9,0.29,0.34,1081,0.62,15925,0.04,60000,--------,-------,10699,12836,0,53193,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47035.3,0.66,48,29.7,93.5,0.28
2,4,20,B,0,20000,8,mh113023.306,11/30/23,75666,73,52590,59252,61782,6662,9192,0.112,0.149,94.7,0.42,0.26,1084,0.69,16439,0.06,60000,--------,-------,12275,14913,0,53013,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46657.6,0.53,73,29.8,81.5,0.37
2,4,20,B,0,20000,8,mh113023.307,11/30/23,75689,98,52945,58042,59995,5097,7050,0.088,0.118,93.9,0.44,0.25,1044,0.7,15832,0.05,60000,--------,-------,11915,14459,0,53280,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47334.8,0.48,98,31.2,83.9,0.4
2,4,20,B,0,20000,8,mh113023.308,11/30/23,75712,123,53526,57615,59158,4088,5632,0.071,0.095,97.2,0.48,0.24,1082,0.7,16205,0.05,60000,--------,-------,12313,14920,0,53810,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48104.3,0.43,123,31.7,81.2,0.41
2,4,20,B,0,20000,8,mh113023.309,11/30/23,75735,148,53812,57414,58819,3602,5007,0.063,0.085,97.4,0.49,0.25,1065,0.7,15124,0.05,60000,--------,-------,11463,13737,0,54027,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48525.8,0.41,148,33.7,87.2,0.41
2,4,20,B,0,20000,8,mh113023.310,11/30/23,75758,173,53682,56781,57971,3098,4288,0.055,0.074,103.6,0.54,0.24,1160,0.7,16668,0.06,60000,--------,-------,12650,15330,0,53921,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48318.6,0.37,173,34.3,79.1,0.43
2,4,20,B,0,20000,8,mh113023.311,11/30/23,75781,198,53629,56455,57398,2827,3769,0.05,0.066,105.7,0.57,0.23,1313,0.68,17296,0.08,60000,--------,-------,13231,17041,0,53864,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48174.2,0.34,198,36,75.6,0.44
2,4,20,B,0,20000,8,mh113023.312,11/30/23,75804,223,53035,55796,56791,2761,3755,0.049,0.066,101.5,0.51,0.26,1125,0.69,15289,0.05,60000,--------,-------,11396,13760,0,53214,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47621.3,0.34,223,40.1,87.8,0.46
2,4,20,B,0,20000,8,mh113023.313,11/30/23,75827,248,52756,55145,55917,2388,3161,0.043,0.057,109,0.58,0.23,1265,0.68,16563,0.09,60000,--------,-------,12655,16786,0,52956,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47183.2,0.3,248,39,79,0.47
2,4,20,B,0,20000,8,mh113023.314,11/30/23,75850,273,52426,54712,55453,2286,3027,0.042,0.055,104.9,0.59,0.23,1192,0.65,16032,0.12,61342,--------,-------,12226,18197,0,52626,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46768.9,0.29,273,41.4,81.8,0.48
2,4,20,B,0,20000,8,mh113023.315,11/30/23,75873,298,52143,54375,55119,2232,2976,0.041,0.054,103.3,0.54,0.24,1118,0.64,14487,0.13,60315,--------,-------,10878,17153,0,52340,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46489.5,0.28,298,44.4,91.9,0.49
2,5,30,A,0,30000,8,mh113023.316,11/30/23,75931,0,11965,28310,29930,16345,17965,0.577,0.6,167.9,0.32,0.6,522,0.31,2883,0.09,65793,--------,-------,1321,7137,0,13204,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12921.1,1,0,0,756.7,0
2,5,30,A,0,30000,8,mh113023.317,11/30/23,75954,12,17325,28908,31658,11583,14333,0.401,0.453,123.8,0.15,0.66,952,0.26,16446,0.08,60000,--------,-------,5341,9716,0,18159,0.05,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17640.1,1.03,12,17.2,187.2,-0.02
2,5,30,A,0,30000,8,mh113023.318,11/30/23,75977,24,20456,28940,31536,8483,11079,0.293,0.351,102.8,0.12,0.47,1202,0.5,15793,0.03,60000,--------,-------,8729,10359,0,20965,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18719.9,0.83,24,25.1,114.6,-0.02
2,5,30,A,0,30000,8,mh113023.319,11/30/23,76000,36,18700,23581,25154,4882,6455,0.207,0.257,95.4,0.25,0.36,1143,0.6,15603,0.04,60000,--------,-------,10152,12145,0,18978,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16616.1,0.7,36,26.6,98.5,0.2
2,5,30,A,0,30000,8,mh113023.320,11/30/23,76023,48,18496,22487,23681,3991,5185,0.177,0.219,96.8,0.3,0.34,1090,0.62,16007,0.05,60000,--------,-------,10764,12990,0,18729,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16198.1,0.63,48,30.4,92.9,0.26
2,5,30,A,0,30000,8,mh113023.321,11/30/23,76046,73,18545,21232,22048,2687,3503,0.127,0.159,91.7,0.38,0.27,993,0.67,15682,0.05,60000,--------,-------,11427,13971,0,18694,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16040.7,0.52,73,33,87.5,0.33
2,5,30,A,0,30000,8,mh113023.322,11/30/23,76069,98,18735,20717,21297,1982,2562,0.096,0.12,98.3,0.45,0.23,979,0.72,14648,0.05,60000,--------,-------,11332,13603,0,18858,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16315.4,0.45,98,33.5,88.2,0.37
2,5,30,A,0,30000,8,mh113023.323,11/30/23,76092,123,18714,20536,21045,1822,2331,0.089,0.111,90.5,0.38,0.28,1075,0.68,14209,0.04,60000,--------,-------,10372,12591,0,18820,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16328.4,0.43,123,39,96.4,0.38
2,5,30,A,0,30000,8,mh113023.324,11/30/23,76115,148,19117,20615,21007,1498,1890,0.073,0.09,97.9,0.49,0.23,1100,0.67,15822,0.09,60000,--------,-------,12014,16499,0,19242,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16633.8,0.38,148,38.4,83.2,0.37
2,5,30,A,0,30000,8,mh113023.325,11/30/23,76138,173,19076,20468,20813,1391,1737,0.068,0.083,96.1,0.47,0.25,1175,0.63,14470,0.12,61918,--------,-------,10696,16711,0,19191,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16530.8,0.35,173,42,93.5,0.38
2,5,30,A,0,30000,8,mh113023.326,11/30/23,76161,198,19092,20334,20639,1241,1546,0.061,0.075,103.3,0.54,0.21,1219,0.71,14665,0.08,60000,--------,-------,11535,15455,0,19179,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16490.6,0.32,198,43.2,86.7,0.39
2,5,30,A,0,30000,8,mh113023.327,11/30/23,76184,223,18968,20177,20424,1209,1456,0.06,0.071,93.9,0.47,0.25,1139,0.63,13386,0.11,79638,--------,-------,9902,17883,0,19069,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16291.7,0.31,223,47.7,101,0.4
2,5,30,A,0,30000,8,mh113023.328,11/30/23,76207,248,18941,19999,20232,1058,1291,0.053,0.064,102.1,0.53,0.2,1076,0.69,13627,0.11,60000,--------,-------,10791,16364,0,19023,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16239.6,0.28,248,46.9,92.7,0.42
2,5,30,A,0,30000,8,mh113023.329,11/30/23,76230,273,18821,19814,20039,993,1217,0.05,0.061,104.2,0.56,0.21,1215,0.62,14981,0.17,60778,--------,-------,11551,20073,0,18915,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16031.2,0.26,273,48.9,86.6,0.43
2,5,30,A,0,30000,8,mh113023.330,11/30/23,76253,298,18687,19612,19803,924,1116,0.047,0.056,99.8,0.54,0.18,1069,0.67,13741,0.15,60000,--------,-------,11010,18254,0,18761,0,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,15851.3,0.25,298,50.2,90.8,0.44
2,5,30,B,0,30000,8,mh113023.331,11/30/23,76323,0,12886,30185,31887,17300,19001,0.573,0.596,167.2,0.32,0.57,516,0.32,2553,0.1,60000,--------,-------,1253,7263,0,14195,0.09,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13819.7,1,0,0,798.2,0
2,5,30,B,0,30000,8,mh113023.332,11/30/23,76346,12,18532,30763,33787,12231,15255,0.398,0.452,120.3,0.13,0.66,1002,0.29,18421,0.05,60000,--------,-------,6259,8974,0,19375,0.04,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18863.1,1.03,12,17.1,159.8,-0.02
2,5,30,B,0,30000,8,mh113023.333,11/30/23,76369,24,22106,31148,33824,9042,11718,0.29,0.346,104.1,0.12,0.47,1340,0.5,15443,0.03,60000,--------,-------,8620,10296,0,22648,0.02,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,19963,0.81,24,25,116,-0.03
2,5,30,B,0,30000,8,mh113023.334,11/30/23,76392,36,19754,25081,26817,5328,7064,0.212,0.263,93,0.22,0.38,1110,0.58,15629,0.04,60000,--------,-------,9856,11887,0,20041,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17459,0.7,36,27.4,101.5,0.2
2,5,30,B,0,30000,8,mh113023.335,11/30/23,76415,48,19433,23742,25050,4309,5617,0.181,0.224,94.7,0.29,0.34,1114,0.61,15848,0.04,60000,--------,-------,10550,12690,0,19674,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16976,0.64,48,31.2,94.8,0.27
2,5,30,B,0,30000,8,mh113023.336,11/30/23,76438,73,19309,22091,22916,2782,3608,0.126,0.157,92.1,0.38,0.26,1075,0.69,15423,0.05,60000,--------,-------,11432,13873,0,19461,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16604.2,0.51,73,32.9,87.5,0.37
2,5,30,B,0,30000,8,mh113023.337,11/30/23,76461,98,19548,21714,22358,2166,2810,0.1,0.126,91.4,0.44,0.25,997,0.7,15293,0.05,60000,--------,-------,11554,13949,0,19659,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16786.6,0.44,98,35,86.5,0.39
2,5,30,B,0,30000,8,mh113023.338,11/30/23,76484,123,19622,21351,21854,1730,2233,0.081,0.102,96.3,0.5,0.24,1188,0.68,15806,0.09,60966,--------,-------,12014,16315,0,19761,0.01,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16965.3,0.39,123,35.7,83.2,0.41
